MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
125.66881561279297,0.10497613996267319,49690.1015625,222.9127655029297,125.66881561279297,0.10497613996267319,49690.1015625,222.9127655029297,0.9407443404197693,0.9477060437202454
