MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
224.4574737548828,0.20833098888397217,123720.765625,351.7396240234375,224.4574737548828,0.20833098888397217,123720.765625,351.7396240234375,0.8524625301361084,0.8570448160171509
