MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
602.1026611328125,0.8618553876876831,698398.4375,835.7023315429688,602.1026611328125,0.8618553876876831,698398.4375,835.7023315429688,0.16715705394744873,0.17122137546539307
