MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
243.1305694580078,0.1708749234676361,196642.890625,443.4443359375,243.1305694580078,0.1708749234676361,196642.890625,443.4443359375,0.522404823518294,0.6225177049636841
