MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
190.5564422607422,0.11270470917224884,95211.546875,308.5636901855469,190.5564422607422,0.11270470917224884,95211.546875,308.5636901855469,0.7687555551528931,0.8135102391242981
