MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
536.0789794921875,0.3830472230911255,469143.21875,684.9403076171875,536.0789794921875,0.3830472230911255,469143.21875,684.9403076171875,-0.13942861557006836,0.0008375644683837891
