MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
209.74168395996094,0.16296809911727905,81808.296875,286.021484375,209.74168395996094,0.16296809911727905,81808.296875,286.021484375,0.8013086338882139,0.8091397285461426
