MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
394.51617431640625,0.30011314153671265,261765.765625,511.6304931640625,394.51617431640625,0.30011314153671265,261765.765625,511.6304931640625,0.36423808336257935,0.3811996579170227
