MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
255.18101501464844,0.18866066634655,117941.7265625,343.42645263671875,255.18101501464844,0.18866066634655,117941.7265625,343.42645263671875,0.7135497331619263,0.7192163467407227
