MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
465.5860900878906,0.380685955286026,336688.375,580.24853515625,465.5860900878906,0.380685955286026,336688.375,580.24853515625,0.18227028846740723,0.1860244870185852
