MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
99.63768768310547,0.08096975088119507,34900.65234375,186.81716918945312,99.63768768310547,0.08096975088119507,34900.65234375,186.81716918945312,0.9152352809906006,0.9192692041397095
