MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
969167.1875,725.5654296875,990567137280.0,995272.375,969167.1875,725.5654296875,990567137280.0,995272.375,-2405832.75,-124550.4765625
