MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
431.591552734375,0.4601324796676636,328287.9375,572.9641723632812,431.591552734375,0.4601324796676636,328287.9375,572.9641723632812,0.6085153818130493,0.6956322193145752
