MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
1016009.75,946.9779052734375,1791528927232.0,1338480.125,1016009.75,946.9779052734375,1791528927232.0,1338480.125,-2136403.75,-905411.125
