MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
279.078369140625,0.270049124956131,185745.0,430.9814453125,279.078369140625,0.270049124956131,185745.0,430.9814453125,0.7784983515739441,0.787081241607666
