MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
372.14935302734375,0.347197949886322,316113.46875,562.2396850585938,372.14935302734375,0.347197949886322,316113.46875,562.2396850585938,0.6230334043502808,0.6748276948928833
