MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
1033.5394287109375,0.8350599408149719,1907377.75,1381.0784912109375,1033.5394287109375,0.8350599408149719,1907377.75,1381.0784912109375,-1.2745554447174072,-0.0007183551788330078
