MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
364.8526611328125,0.38171711564064026,299889.96875,547.6221313476562,364.8526611328125,0.38171711564064026,299889.96875,547.6221313476562,0.6423800587654114,0.6452908515930176
