MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
280.3639221191406,0.2735859155654907,186998.84375,432.4336242675781,280.3639221191406,0.2735859155654907,186998.84375,432.4336242675781,0.7770031690597534,0.7787625193595886
